edge_id,u,v,distance_km,road_class,free_speed_kmph,lanes
rd_0427,jn_079,jn_093,1.7094,residential,22.0,1
rd_0428,jn_080,jn_097,0.5654,residential,22.0,1
rd_0429,jn_080,jn_081,0.748,secondary,32.0,2
rd_0430,bs_201_09,jn_080,1.0888,residential,22.0,1
rd_0431,jn_081,jn_098,0.9289,secondary,32.0,2
rd_0432,jn_082,jn_099,0.8294,secondary,32.0,2
rd_0433,bs_201_09,jn_082,0.9339,residential,22.0,1
rd_0434,jn_082,jn_083,0.9586,secondary,32.0,2
rd_0435,jn_083,jn_084,1.1347,secondary,32.0,2
rd_0436,jn_084,jn_085,1.0965,secondary,32.0,2
rd_0437,jn_086,mg_magadi,1.4643,secondary,32.0,2
rd_0438,bs_045_00,jn_086,1.4643,secondary,32.0,2
rd_0439,jn_086,jn_087,1.475,residential,22.0,1
rd_0440,jn_086,jn_101,1.5143,arterial,42.0,3
rd_0441,jn_087,jn_101,0.9807,residential,22.0,1
rd_0442,jn_088,jn_102,0.5891,secondary,32.0,2
rd_0443,jn_088,jn_089,0.9396,arterial,42.0,3
rd_0444,jn_087,jn_088,0.9675,arterial,42.0,3
rd_0445,bs_201_00,jn_089,0.8203,arterial,42.0,3
rd_0446,jn_089,mg_majestic,0.8203,residential,22.0,1
rd_0447,jn_091,jn_105,0.8792,residential,22.0,1
rd_0448,jn_091,mg_central,0.9989,secondary,32.0,2
rd_0449,jn_091,mg_vidhana,1.0525,secondary,32.0,2
rd_0450,jn_092,jn_093,0.7369,residential,22.0,1
rd_0451,bs_201_03,jn_092,0.9169,residential,22.0,1
rd_0452,jn_091,jn_092,1.1469,secondary,32.0,2
rd_0453,jn_092,mg_cubbon,1.247,secondary,32.0,2
rd_0454,jn_093,mg_mgroad,1.089,residential,22.0,1
rd_0455,bs_201_05,jn_094,0.7684,residential,22.0,1
rd_0456,jn_094,jn_095,0.8222,secondary,32.0,2
rd_0457,bs_201_06,jn_096,0.9092,arterial,42.0,3
rd_0458,jn_096,jn_097,0.9936,residential,22.0,1
rd_0459,jn_081,jn_097,0.9975,residential,22.0,1
rd_0460,jn_098,jn_099,0.5773,residential,22.0,1
rd_0461,jn_099,jn_100,1.1505,arterial,42.0,3
rd_0462,jn_083,jn_100,1.2335,residential,22.0,1
rd_0463,jn_101,jn_102,1.0755,residential,22.0,1
rd_0464,bs_012_08,jn_103,0.9623,secondary,32.0,2
rd_0465,jn_089,jn_103,1.1591,secondary,32.0,2
rd_0466,jn_104,jn_105,0.9181,arterial,42.0,3
rd_0467,jn_090,jn_104,0.9661,secondary,32.0,2
rd_0468,jn_106,jn_107,0.947,secondary,32.0,2
rd_0469,jn_108,jn_109,0.9808,residential,22.0,1
rd_0470,jn_109,jn_110,0.8323,arterial,42.0,3
rd_0471,bs_201_05,jn_109,0.9167,residential,22.0,1
rd_0472,jn_096,jn_110,1.062,arterial,42.0,3
rd_0473,jn_111,mg_halasuru,1.0356,arterial,42.0,3
rd_0474,bs_201_07,jn_111,1.0724,secondary,32.0,2
rd_0475,jn_112,jn_113,0.5627,secondary,32.0,2
rd_0476,jn_112,jn_114,0.7728,secondary,32.0,2
rd_0477,jn_114,jn_115,0.9815,arterial,42.0,3
rd_0478,bs_500_15,jn_115,0.9921,residential,22.0,1
rd_0479,jn_116,jn_117,0.8222,residential,22.0,1
rd_0480,bs_500_14,jn_116,1.0105,secondary,32.0,2
rd_0481,bs_500_14,jn_117,1.5745,residential,22.0,1
rd_0482,jn_086,pl_home,0.6516,residential,22.0,1
rd_0483,bs_045_00,pl_home,0.8144,arterial,42.0,3
rd_0484,mg_magadi,pl_home,0.8144,secondary,32.0,2
rd_0485,jn_078,pl_college,0.337,residential,22.0,1
rd_0486,jn_079,pl_college,0.6627,secondary,32.0,2
rd_0487,jn_094,pl_college,1.4685,arterial,42.0,3
rd_0488,bs_171_09,pl_domlur,0.3867,secondary,32.0,2
rd_0489,jn_081,pl_domlur,0.407,residential,22.0,1
rd_0490,bs_201_09,pl_domlur,0.5078,residential,22.0,1
rd_0491,bs_500_06,pl_koramangala,0.0422,secondary,32.0,2
rd_0492,jn_052,pl_koramangala,0.2252,residential,22.0,1
rd_0493,bs_171_05,pl_koramangala,0.5084,secondary,32.0,2
rd_0494,jn_019,pl_hsr_office,0.192,residential,22.0,1
rd_0495,bs_356_07,pl_hsr_office,0.2686,secondary,32.0,2
rd_0496,jn_007,pl_hsr_office,0.6458,arterial,42.0,3
rd_0497,jn_098,pl_indiranagar_100ft,0.1811,arterial,42.0,3
rd_0498,jn_099,pl_indiranagar_100ft,0.6982,secondary,32.0,2
rd_0499,bs_201_09,pl_indiranagar_100ft,0.8062,arterial,42.0,3
rd_0500,jn_031,pl_jayanagar_4b,0.1604,secondary,32.0,2
rd_0501,bs_012_02,pl_jayanagar_4b,0.4945,residential,22.0,1
rd_0502,bs_171_00,pl_jayanagar_4b,0.58,residential,22.0,1
rd_0503,bs_012_00,pl_banashankari_home,0.4303,secondary,32.0,2
rd_0504,mg_banashankari,pl_banashankari_home,0.4303,secondary,32.0,2
rd_0505,jn_010,pl_banashankari_home,0.468,secondary,32.0,2
rd_0506,jn_103,pl_majestic_bus,0.309,secondary,32.0,2
rd_0507,bs_201_00,pl_majestic_bus,0.3329,residential,22.0,1
rd_0508,mg_majestic,pl_majestic_bus,0.3329,arterial,42.0,3
rd_0509,jn_065,pl_lalbagh_gate,0.2245,residential,22.0,1
rd_0510,jn_064,pl_lalbagh_gate,0.471,secondary,32.0,2
rd_0511,mg_lalbagh,pl_lalbagh_gate,0.7052,secondary,32.0,2
rd_0512,mg_mgroad,pl_mg_road_shops,0.3257,arterial,42.0,3
rd_0513,bs_201_05,pl_mg_road_shops,0.4271,arterial,42.0,3
rd_0514,jn_108,pl_mg_road_shops,0.5328,residential,22.0,1
rd_0515,jn_074,pl_whitefield_gate,0.5611,residential,22.0,1
rd_0516,jn_084,pl_whitefield_gate,0.5707,secondary,32.0,2
rd_0517,jn_085,pl_whitefield_gate,0.8179,secondary,32.0,2
rd_0518,bs_500_00,pl_rv_college,0.194,secondary,32.0,2
rd_0519,mg_rvroad,pl_rv_college,0.194,residential,22.0,1
rd_0520,jn_011,pl_rv_college,0.3657,secondary,32.0,2
rd_0521,jn_024,pl_wipro_sarjapur,0.5912,secondary,32.0,2
rd_0522,bs_356_00,pl_wipro_sarjapur,0.607,secondary,32.0,2
rd_0523,jn_025,pl_wipro_sarjapur,0.6596,secondary,32.0,2
rd_0524,jn_042,pl_pes_university,0.4607,arterial,42.0,3
rd_0525,bs_222_06,pl_pes_university,0.528,secondary,32.0,2
rd_0526,bs_222_05,pl_pes_university,0.56,arterial,42.0,3
