edge_id,route_id,mode,u,v,seq,distance_km,scheduled_min
tr_bus_60a_015,bus_60a,bus,bs_1782180090,bs_1836940316,15,0.6312,2.778
tr_bus_60a_016,bus_60a,bus,bs_1836940316,bs_5759778551,16,0.3888,1.922
tr_bus_60a_017,bus_60a,bus,bs_5759778551,bs_2402206935,17,1.1353,4.557
tr_bus_60a_018,bus_60a,bus,bs_2402206935,bs_249589952,18,0.66,2.879
tr_bus_60a_019,bus_60a,bus,bs_249589952,bs_249083662,19,0.4924,2.288
tr_bus_60a_020,bus_60a,bus,bs_249083662,bs_6227539126,20,0.9526,3.912
tr_bus_60a_021,bus_60a,bus,bs_6227539126,bs_2402212005,21,1.0453,4.239
tr_bus_60a_022,bus_60a,bus,bs_2402212005,bs_7124643396,22,0.4712,2.213
tr_bus_60a_023,bus_60a,bus,bs_7124643396,bs_2402209839,23,0.6442,2.824
tr_bus_v500ck_000,bus_v500ck,bus,bs_1070314236,bs_493556458,0,0.5673,2.552
tr_bus_v500ck_001,bus_v500ck,bus,bs_493556458,bs_2394012912,1,0.8062,3.395
tr_bus_v500ck_002,bus_v500ck,bus,bs_2394012912,bs_1473879998,2,0.2092,1.288
tr_bus_v500ck_003,bus_v500ck,bus,bs_1473879998,bs_524077013,3,0.5211,2.389
tr_bus_v500ck_004,bus_v500ck,bus,bs_524077013,bs_1463770311,4,0.3007,1.611
tr_bus_v500ck_005,bus_v500ck,bus,bs_1463770311,bs_524080923,5,0.3197,1.678
tr_bus_v500ck_006,bus_v500ck,bus,bs_524080923,bs_4701346477,6,0.5439,2.47
tr_bus_v500ck_007,bus_v500ck,bus,bs_4701346477,bs_2511399368,7,0.7977,3.365
tr_bus_v500ck_008,bus_v500ck,bus,bs_2511399368,bs_2510395000,8,0.4875,2.27
tr_bus_v500ck_009,bus_v500ck,bus,bs_2510395000,bs_1466857947,9,0.3318,1.721
tr_bus_v500ck_010,bus_v500ck,bus,bs_1466857947,bs_6497456085,10,0.9011,3.73
tr_bus_v500ck_011,bus_v500ck,bus,bs_6497456085,bs_5558684110,11,0.7221,3.099
tr_bus_v500ck_012,bus_v500ck,bus,bs_5558684110,bs_9987347294,12,0.3124,1.653
tr_bus_v500ck_013,bus_v500ck,bus,bs_9987347294,bs_6210612248,13,0.8726,3.63
tr_bus_v500ck_014,bus_v500ck,bus,bs_6210612248,bs_4817968340,14,0.6621,2.887
tr_bus_v500ck_015,bus_v500ck,bus,bs_4817968340,bs_6497456138,15,1.1799,4.714
tr_bus_v500ck_016,bus_v500ck,bus,bs_6497456138,bs_266323140,16,1.3228,5.219
tr_bus_v500ck_017,bus_v500ck,bus,bs_266323140,bs_5778351796,17,1.7439,6.705
tr_bus_v500ck_018,bus_v500ck,bus,bs_5778351796,bs_11955000967,18,0.3815,1.896
tr_bus_v500ck_019,bus_v500ck,bus,bs_11955000967,bs_2485933288,19,0.6412,2.813
tr_bus_v500ck_020,bus_v500ck,bus,bs_2485933288,bs_3170452369,20,1.6496,6.372
tr_bus_v500ck_021,bus_v500ck,bus,bs_3170452369,bs_3170450634,21,0.9648,3.955
tr_bus_v500ck_022,bus_v500ck,bus,bs_3170450634,bs_3170437443,22,0.6993,3.018
tr_bus_171g_000,bus_171g,bus,bs_2398074914,bs_2393692191,0,1.3735,5.398
tr_bus_171g_001,bus_171g,bus,bs_2393692191,bs_5335240458,1,0.5454,2.475
tr_bus_171g_002,bus_171g,bus,bs_5335240458,bs_663317710,2,1.0382,4.214
tr_bus_171g_003,bus_171g,bus,bs_663317710,bs_3356616803,3,0.7021,3.028
tr_bus_171g_004,bus_171g,bus,bs_3356616803,bs_1650296781,4,0.4841,2.258
tr_bus_171g_005,bus_171g,bus,bs_1650296781,bs_4843099635,5,0.7603,3.233
tr_bus_171g_006,bus_171g,bus,bs_4843099635,bs_6019408108,6,0.4538,2.152
tr_bus_171g_007,bus_171g,bus,bs_6019408108,bs_6019408110,7,1.2417,4.933
tr_bus_171g_008,bus_171g,bus,bs_6019408110,bs_1448635327,8,0.5781,2.59
tr_bus_171g_009,bus_171g,bus,bs_1448635327,bs_2177268803,9,0.4604,2.175
tr_bus_171g_010,bus_171g,bus,bs_2177268803,bs_3407345221,10,0.567,2.551
tr_bus_171g_011,bus_171g,bus,bs_3407345221,bs_10284348041,11,0.7519,3.204
tr_bus_171g_012,bus_171g,bus,bs_10284348041,bs_10741949231,12,0.6033,2.679
tr_bus_171g_013,bus_171g,bus,bs_10741949231,bs_2472174934,13,0.6591,2.876
tr_bus_171g_014,bus_171g,bus,bs_2472174934,bs_2945920002,14,0.7629,3.242
tr_bus_171g_015,bus_171g,bus,bs_2945920002,bs_1474432219,15,0.3442,1.765
tr_bus_171g_016,bus_171g,bus,bs_1474432219,bs_1471128637,16,0.5288,2.416
tr_bus_171g_017,bus_171g,bus,bs_1471128637,bs_1464962566,17,0.6511,2.848
tr_bus_171g_018,bus_171g,bus,bs_1464962566,bs_5803896296,18,0.5494,2.489
tr_bus_171g_019,bus_171g,bus,bs_5803896296,bs_5993280674,19,0.5848,2.614
tr_bus_171g_020,bus_171g,bus,bs_5993280674,bs_2406984944,20,0.5356,2.44
tr_bus_171g_021,bus_171g,bus,bs_2406984944,bs_1472871982,21,0.9014,3.732
tr_bus_171g_022,bus_171g,bus,bs_1472871982,bs_6019408129,22,0.5621,2.534
tr_bus_176_000,bus_176,bus,bs_5559151375,bs_2402622469,0,0.4921,2.287
tr_bus_176_001,bus_176,bus,bs_2402622469,bs_2402621863,1,0.4405,2.105
tr_bus_176_002,bus_176,bus,bs_2402621863,bs_2402209839,2,0.4401,2.103
tr_bus_176_003,bus_176,bus,bs_2402209839,bs_1474835884,3,0.3567,1.809
tr_bus_176_004,bus_176,bus,bs_1474835884,bs_308232838,4,0.6122,2.711
tr_bus_176_005,bus_176,bus,bs_308232838,bs_1474827886,5,0.6399,2.809
tr_bus_176_006,bus_176,bus,bs_1474827886,bs_1820435756,6,0.9761,3.995
tr_bus_176_007,bus_176,bus,bs_1820435756,bs_1820425367,7,0.2737,1.516
tr_bus_176_008,bus_176,bus,bs_1820425367,bs_2402602175,8,0.8209,3.447
tr_bus_176_009,bus_176,bus,bs_2402602175,bs_4935019449,9,0.5904,2.634
tr_bus_176_010,bus_176,bus,bs_4935019449,bs_446995812,10,0.7943,3.353
tr_bus_176_011,bus_176,bus,bs_446995812,bs_2398081626,11,0.3509,1.788
tr_bus_176_012,bus_176,bus,bs_2398081626,bs_446995809,12,0.4567,2.162
tr_bus_176_013,bus_176,bus,bs_446995809,bs_6347562417,13,0.2986,1.604
tr_bus_176_014,bus_176,bus,bs_6347562417,bs_6329060972,14,0.2707,1.505
tr_bus_176_015,bus_176,bus,bs_6329060972,bs_4544407101,15,0.6442,2.824
tr_bus_176_016,bus_176,bus,bs_4544407101,bs_4544407102,16,0.6025,2.677
tr_bus_176_017,bus_176,bus,bs_4544407102,bs_4544407103,17,0.5009,2.318
tr_bus_176_018,bus_176,bus,bs_4544407103,bs_446995829,18,0.6274,2.764
tr_bus_176_019,bus_176,bus,bs_446995829,bs_446995794,19,0.8023,3.382
tr_bus_176_020,bus_176,bus,bs_446995794,bs_446995784,20,0.5718,2.568
tr_bus_176_021,bus_176,bus,bs_446995784,bs_4044342168,21,0.7895,3.336
tr_bus_342f_000,bus_342f,bus,bs_2398074914,bs_5335240458,0,1.8199,6.973
tr_bus_342f_001,bus_342f,bus,bs_5335240458,bs_3356616803,1,1.7401,6.692
tr_bus_342f_002,bus_342f,bus,bs_3356616803,bs_1650296781,2,0.4841,2.258
tr_bus_342f_003,bus_342f,bus,bs_1650296781,bs_4843099635,3,0.7603,3.233
tr_bus_342f_004,bus_342f,bus,bs_4843099635,bs_6019408108,4,0.4538,2.152
tr_bus_342f_005,bus_342f,bus,bs_6019408108,bs_6019408109,5,0.5532,2.502
tr_bus_342f_006,bus_342f,bus,bs_6019408109,bs_6019408110,6,0.692,2.992
tr_bus_342f_007,bus_342f,bus,bs_6019408110,bs_1448635327,7,0.5781,2.59
tr_bus_342f_008,bus_342f,bus,bs_1448635327,bs_2177268803,8,0.4604,2.175
tr_bus_342f_009,bus_342f,bus,bs_2177268803,bs_6019408115,9,1.2708,5.035
tr_bus_342f_010,bus_342f,bus,bs_6019408115,bs_2509433159,10,1.0533,4.267
tr_bus_342f_011,bus_342f,bus,bs_2509433159,bs_2473602003,11,0.5466,2.479
tr_bus_342f_012,bus_342f,bus,bs_2473602003,bs_6019408126,12,0.9634,3.95
tr_bus_342f_013,bus_342f,bus,bs_6019408126,bs_2402578980,13,1.154,4.623
tr_bus_342f_014,bus_342f,bus,bs_2402578980,bs_6019408129,14,0.5802,2.598
tr_bus_342f_015,bus_342f,bus,bs_6019408129,bs_2402578981,15,0.3024,1.617
tr_bus_342f_016,bus_342f,bus,bs_2402578981,bs_266323140,16,1.8263,6.996
tr_bus_342f_017,bus_342f,bus,bs_266323140,bs_5778351796,17,1.7439,6.705
tr_bus_342f_018,bus_342f,bus,bs_5778351796,bs_267212842,18,0.9391,3.864
tr_bus_342f_019,bus_342f,bus,bs_267212842,bs_5776678179,19,1.2972,5.128
tr_bus_342f_020,bus_342f,bus,bs_5776678179,bs_5776699920,20,1.0148,4.132
tr_bus_342f_021,bus_342f,bus,bs_5776699920,bs_5777277381,21,1.5614,6.061
tr_bus_75b_000,bus_75b,bus,bs_5559151375,bs_2402622469,0,0.4921,2.287
tr_bus_75b_001,bus_75b,bus,bs_2402622469,bs_2402621863,1,0.4405,2.105
tr_bus_75b_002,bus_75b,bus,bs_2402621863,bs_2402209839,2,0.4401,2.103
tr_bus_75b_003,bus_75b,bus,bs_2402209839,bs_1474835884,3,0.3567,1.809
tr_bus_75b_004,bus_75b,bus,bs_1474835884,bs_308232838,4,0.6122,2.711
tr_bus_75b_005,bus_75b,bus,bs_308232838,bs_1474827886,5,0.6399,2.809
tr_bus_75b_006,bus_75b,bus,bs_1474827886,bs_1820435756,6,0.9761,3.995
tr_bus_75b_007,bus_75b,bus,bs_1820435756,bs_1820425367,7,0.2737,1.516
tr_bus_75b_008,bus_75b,bus,bs_1820425367,bs_2402602175,8,0.8209,3.447
tr_bus_75b_009,bus_75b,bus,bs_2402602175,bs_4935019449,9,0.5904,2.634
tr_bus_75b_010,bus_75b,bus,bs_4935019449,bs_446995812,10,0.7943,3.353
tr_bus_75b_011,bus_75b,bus,bs_446995812,bs_2398081626,11,0.3509,1.788
tr_bus_75b_012,bus_75b,bus,bs_2398081626,bs_446995809,12,0.4567,2.162
tr_bus_75b_013,bus_75b,bus,bs_446995809,bs_6347562417,13,0.2986,1.604
tr_bus_75b_014,bus_75b,bus,bs_6347562417,bs_6329060972,14,0.2707,1.505
tr_bus_75b_015,bus_75b,bus,bs_6329060972,bs_4544407101,15,0.6442,2.824
tr_bus_75b_016,bus_75b,bus,bs_4544407101,bs_4544407102,16,0.6025,2.677
tr_bus_75b_017,bus_75b,bus,bs_4544407102,bs_4544407103,17,0.5009,2.318
tr_bus_75b_018,bus_75b,bus,bs_4544407103,bs_446995829,18,0.6274,2.764
tr_bus_75b_019,bus_75b,bus,bs_446995829,bs_2394052182,19,0.5317,2.427
tr_bus_75b_020,bus_75b,bus,bs_2394052182,bs_3401990805,20,0.418,2.025
tr_bus_75b_021,bus_75b,bus,bs_3401990805,bs_446941382,21,0.2941,1.588
