edge_id,u,v,distance_km,road_class,free_speed_kmph,lanes
rd_00385,jn_11964724285,jn_11964724284,0.0123,primary,40.0,2
rd_00386,jn_10054362309,jn_1109138337,0.0953,primary,40.0,2
rd_00387,jn_1109138333,jn_7236205673,0.0984,primary,40.0,2
rd_00388,jn_11707460711,jn_334473774,0.0481,primary_link,30.0,2
rd_00389,jn_11846423569,jn_6852266950,0.1611,trunk_link,35.0,2
rd_00390,jn_4703745979,jn_6884057005,0.0115,primary_link,30.0,2
rd_00391,jn_6884057005,jn_256093166,0.1967,primary_link,30.0,2
rd_00392,jn_249082836,jn_2462943601,0.0322,primary,40.0,2
rd_00393,jn_428457189,jn_248455441,0.0186,primary,40.0,2
rd_00394,jn_6894860920,jn_428457189,0.0202,primary,40.0,2
rd_00395,jn_9644745253,jn_12060646334,0.0082,trunk,50.0,2
rd_00396,jn_6914123408,jn_6914123407,0.0127,trunk_link,35.0,2
rd_00397,jn_13823559215,jn_6785135507,1.5342,primary,50.0,3
rd_00398,jn_1931866158,jn_2402397423,0.0097,primary,40.0,2
rd_00399,jn_11306430809,jn_11306430808,0.0131,primary,50.0,2
rd_00400,jn_1837823395,jn_1837823400,0.0131,primary,40.0,2
rd_00401,jn_12827961143,jn_1523537403,0.0231,primary,40.0,2
rd_00402,jn_10601663791,jn_12827961143,0.0232,primary,40.0,2
rd_00403,jn_3641907747,jn_2014690200,0.0444,primary,40.0,2
rd_00404,jn_699690700,jn_1780334138,0.2435,trunk,40.0,2
rd_00405,jn_429001182,jn_1632815598,0.1558,primary,40.0,2
rd_00406,jn_248455450,jn_428435133,0.2536,primary,40.0,2
rd_00407,jn_428435133,jn_13321896550,0.0168,primary,40.0,2
rd_00408,jn_1067789550,jn_6894860920,0.0072,primary,40.0,2
rd_00409,jn_13507201652,jn_10043357422,0.0209,primary,30.0,3
rd_00410,jn_597084145,jn_597083493,0.0463,primary,40.0,2
rd_00411,jn_597083493,jn_11731358826,0.3084,primary,40.0,2
rd_00412,jn_249082836,jn_294076319,0.0514,primary,40.0,2
rd_00413,jn_428457157,jn_428457159,0.0102,primary,40.0,2
rd_00414,jn_428457159,jn_428457162,0.0091,primary,40.0,2
rd_00415,jn_7236205673,jn_6164077017,0.0172,primary_link,30.0,2
rd_00416,jn_308915757,jn_7279246841,0.0141,primary_link,30.0,2
rd_00417,jn_7288010086,jn_7287551941,0.5345,primary,40.0,2
rd_00418,jn_665062621,jn_10044013422,0.0446,primary,40.0,4
rd_00419,jn_10044013422,jn_287793735,0.0385,primary,40.0,4
rd_00420,jn_12430010319,jn_347295555,0.0282,primary,40.0,2
rd_00421,jn_11494406068,jn_10091900775,0.4263,primary,40.0,2
rd_00422,jn_7483782050,jn_7483782046,0.0262,primary_link,30.0,2
rd_00424,jn_13379577436,jn_12040966323,2.0703,primary,40.0,2
rd_00425,jn_12969313169,jn_13379577435,1.941,primary,40.0,2
rd_00426,jn_9300140602,jn_1526130481,0.1187,primary,40.0,2
rd_00427,jn_12692472178,jn_12692472179,0.0087,primary,40.0,2
rd_00428,jn_12136946746,jn_12136946749,0.0053,primary,40.0,2
rd_00429,jn_12136946749,jn_3298493355,0.0256,primary,40.0,2
rd_00430,jn_650085190,jn_9506746889,0.0758,primary_link,30.0,3
rd_00431,jn_12709621385,jn_9506746889,0.0504,primary,40.0,2
rd_00432,jn_9509948867,jn_9509948868,0.01,trunk_link,35.0,2
rd_00433,jn_1307598719,jn_12099941393,0.0144,primary,40.0,2
rd_00434,jn_12099941393,jn_665045371,0.0445,primary,40.0,3
rd_00435,jn_2014710885,jn_6904892154,0.1984,primary_link,30.0,2
rd_00436,jn_6196977039,jn_9593357279,0.0125,trunk_link,35.0,2
rd_00437,jn_12060646335,jn_9644745253,0.009,trunk,50.0,2
rd_00438,jn_12060646334,jn_12060646333,0.0098,trunk,50.0,3
rd_00439,jn_308232375,jn_9872645115,0.081,primary,40.0,2
rd_00440,jn_597083726,jn_7276500276,0.1257,primary,40.0,4
rd_00441,jn_7479003431,jn_9708788396,0.0088,primary_link,30.0,2
rd_00442,jn_2014710951,jn_2014710885,0.0562,primary,40.0,2
rd_00443,jn_6904892124,jn_2014710951,0.0231,primary,40.0,2
rd_00444,jn_251142775,jn_9713090749,0.0133,primary,40.0,2
rd_00445,jn_9713090749,jn_5558684074,0.1238,primary,40.0,2
rd_00446,jn_9713090749,jn_9713090750,0.0122,primary_link,30.0,2
rd_00447,jn_11220661003,jn_12151494704,0.0098,primary,50.0,3
rd_00448,jn_12151494704,jn_5773497557,0.0872,primary,50.0,3
rd_00449,jn_9713090750,jn_3170033020,0.3139,primary,40.0,2
rd_00450,jn_6212001626,jn_6884196049,0.0181,trunk_link,35.0,2
rd_00451,jn_5773497557,jn_7736381406,0.01,primary_link,30.0,2
rd_00452,jn_3805003790,jn_13748051109,0.0248,trunk,60.0,3
rd_00453,jn_1070361761,jn_6454765747,0.517,primary,60.0,2
rd_00454,jn_9870882717,jn_9870839712,0.0268,primary_link,30.0,2
rd_00455,jn_9872645115,jn_9632587606,0.0229,primary,40.0,2
rd_00456,jn_256093166,jn_7479003431,0.6912,primary,40.0,2
rd_00457,jn_1723790753,jn_6130636339,0.0302,trunk_link,35.0,2
rd_00458,jn_10001436746,jn_10001436747,0.0388,primary_link,30.0,2
rd_00459,jn_2228006075,jn_12159312912,0.0356,primary_link,30.0,2
rd_00460,jn_10001906065,jn_1836983260,0.0111,motorway_link,40.0,2
rd_00461,jn_1636820456,jn_1636820444,0.0129,primary,40.0,2
rd_00462,jn_10042490435,jn_12759058196,0.0062,primary,40.0,2
rd_00463,jn_12759058196,jn_10042490427,0.0334,primary,40.0,2
rd_00464,jn_1524720263,jn_10054362309,0.0148,primary_link,30.0,2
rd_00465,jn_10056058173,jn_10056058174,0.0093,trunk_link,35.0,2
rd_00466,jn_11432437448,jn_11432458994,0.0123,primary,40.0,2
rd_00467,jn_4044263600,jn_11432458996,0.298,primary,50.0,2
rd_00468,jn_11432458996,jn_11432437448,0.0109,primary,50.0,2
rd_00469,jn_6458424298,jn_10091564875,0.0149,primary_link,30.0,2
rd_00470,jn_6130070511,jn_12151458578,0.4245,primary,50.0,3
rd_00471,jn_1123386062,jn_10081538827,0.0516,trunk,50.0,1
rd_00472,jn_428457180,jn_459656124,0.1204,primary,40.0,2
rd_00473,jn_6884208291,jn_5776756937,0.0247,primary,50.0,3
rd_00474,jn_10980051591,jn_10978687876,0.0323,primary,40.0,3
rd_00475,jn_3805003790,jn_4105324822,0.0122,trunk,80.0,2
rd_00476,jn_4105324822,jn_12196449734,0.1022,trunk_link,80.0,2
rd_00477,jn_12196449734,jn_3740373535,0.0238,trunk_link,80.0,2
rd_00478,jn_679993301,jn_679993270,0.0425,primary,40.0,2
rd_00479,jn_679993270,jn_11594592050,0.1247,primary,40.0,2
rd_00480,jn_11964440742,jn_10282769895,0.0167,trunk,60.0,2
rd_00481,jn_4761188837,jn_1070361724,0.0111,primary,40.0,2
rd_00482,jn_4761188838,jn_4761188839,0.0116,primary,40.0,2
rd_00483,jn_1070361724,jn_4761188838,0.0127,primary,40.0,3
rd_00484,jn_4761188837,jn_11964724285,0.6618,primary,40.0,3
rd_00485,jn_4761188839,jn_4761188837,0.013,primary,40.0,2
rd_00486,jn_305091341,jn_5960671740,0.3121,primary,40.0,2
rd_00487,jn_5960671740,jn_4761188838,0.009,primary,40.0,2
rd_00488,jn_10121050217,jn_10121033916,0.0139,primary,40.0,2
rd_00489,jn_1467779068,jn_12068481129,0.1036,primary,40.0,2
rd_00490,jn_1837823406,jn_1837823400,0.058,primary,40.0,2
rd_00491,jn_1837823400,jn_7142097531,0.0228,primary,40.0,2
rd_00492,jn_10198856004,jn_10198856005,0.0144,trunk_link,35.0,2
rd_00493,jn_9708788396,jn_10648669088,0.6931,primary,40.0,2
rd_00494,jn_10648669088,jn_10588574300,0.1903,primary_link,30.0,2
rd_00495,jn_10588574300,jn_10588579709,0.0133,primary_link,30.0,2
rd_00496,jn_7236205673,jn_308232372,0.0308,primary,40.0,2
rd_00497,jn_11896602259,jn_494238048,0.3671,trunk,50.0,3
rd_00498,jn_2268121004,jn_10676264308,0.0079,primary_link,30.0,2
rd_00499,jn_13088766702,jn_2017901963,0.0439,primary_link,30.0,2
rd_00500,jn_2017901963,jn_12165431788,0.1478,primary_link,30.0,2
rd_00501,jn_2017901946,jn_248181106,0.2618,primary_link,30.0,2
rd_00502,jn_13088766703,jn_13088766702,0.0291,primary_link,30.0,2
rd_00503,jn_263155937,jn_2382044454,0.016,primary,40.0,2
rd_00504,jn_11854316018,jn_11854316017,0.0079,primary,30.0,3
rd_00505,jn_10001436747,jn_249782468,0.2472,primary,40.0,2
rd_00506,jn_11308901219,jn_11308901218,0.0168,trunk,50.0,2
rd_00507,jn_3820268530,jn_10042490435,0.2252,primary,40.0,2
rd_00508,jn_12466460039,jn_12466460036,0.0253,primary,40.0,2
rd_00509,jn_7483782046,jn_1837757332,0.1992,primary_link,30.0,2
rd_00510,jn_10282769895,jn_5965902017,0.1085,trunk,60.0,2
rd_00511,jn_3677662641,jn_1420105787,0.2668,primary,40.0,2
rd_00512,jn_10695037231,jn_1836983152,0.055,motorway_link,40.0,2
rd_00513,jn_304771894,jn_305091341,0.1488,primary,40.0,2
rd_00514,jn_10705897751,jn_1620344798,0.1441,primary,40.0,2
rd_00515,jn_13088766704,jn_13088766705,0.0299,primary_link,30.0,2
rd_00516,jn_2017901954,jn_13088766704,0.0392,primary_link,30.0,2
rd_00517,jn_12058807535,jn_12718284170,0.0764,primary,40.0,2
rd_00518,jn_12466460038,jn_12466460039,0.0094,primary,40.0,2
rd_00519,jn_11494185468,jn_11494201269,0.0139,primary_link,30.0,2
rd_00520,jn_2017901960,jn_13088766703,0.0416,primary_link,30.0,2
rd_00521,jn_11494201269,jn_7277381418,0.0931,primary,40.0,2
rd_00522,jn_494238048,jn_494238030,0.2666,primary_link,50.0,3
rd_00523,jn_2017901962,jn_13088766705,0.0476,primary_link,30.0,2
rd_00524,jn_9797838896,jn_13337723222,0.406,trunk,80.0,3
rd_00525,jn_10781678444,jn_6758638990,0.0144,trunk_link,35.0,2
rd_00526,jn_309592695,jn_304771894,0.4598,primary,40.0,2
rd_00527,jn_10792812731,jn_1070314187,0.2172,primary_link,30.0,2
rd_00528,jn_10814827774,jn_429286798,0.1483,primary_link,30.0,2
rd_00529,jn_3393612016,jn_12553312315,0.007,primary,40.0,2
rd_00530,jn_10011206080,jn_334473824,0.0533,primary,30.0,2
rd_00531,jn_13088766705,jn_2017901946,0.0506,primary_link,30.0,2
rd_00532,jn_13088766705,jn_13088766703,0.0231,primary_link,30.0,2
rd_00533,jn_10848486797,jn_10848486804,0.0057,primary,40.0,2
rd_00534,jn_10848486804,jn_10848498207,0.0137,primary,40.0,2
rd_00535,jn_10848498213,jn_3526181364,0.0076,primary,40.0,2
rd_00536,jn_10848498213,jn_10848486804,0.0608,primary,40.0,2
rd_00537,jn_10855370147,jn_1723795924,0.0165,trunk,40.0,3
rd_00538,jn_10282796509,jn_10855370147,0.0143,trunk_link,35.0,2
rd_00539,jn_12692472177,jn_11494414330,0.6277,primary,40.0,2
rd_00540,jn_11494414328,jn_11187974841,0.0094,primary,40.0,2
rd_00541,jn_12159312913,jn_10861673593,0.0079,primary,40.0,2
rd_00542,jn_494238031,jn_13958170247,0.1542,primary_link,30.0,2
rd_00543,jn_11070754935,jn_11070754936,0.0092,trunk_link,35.0,2
rd_00544,jn_9593357279,jn_618248521,0.3804,trunk,80.0,3
rd_00545,jn_6884196049,jn_6914123407,0.5131,trunk,80.0,3
rd_00546,jn_6914123407,jn_1613154923,0.2413,trunk,60.0,3
rd_00547,jn_1613154923,jn_12073881080,0.3257,trunk,60.0,3
rd_00548,jn_11152753310,jn_11152753307,0.0379,primary_link,30.0,2
rd_00549,jn_3740962430,jn_3387938695,0.0118,primary,40.0,2
rd_00550,jn_11891038829,jn_11891177921,0.0909,trunk,50.0,2
rd_00551,jn_6130070511,jn_5776596292,0.0123,primary_link,30.0,2
rd_00552,jn_11955031767,jn_5398408451,0.0552,trunk_link,35.0,2
rd_00553,jn_11260020609,jn_11260020610,0.0244,trunk_link,35.0,1
rd_00554,jn_11278822050,jn_2411279734,0.0449,trunk_link,50.0,1
rd_00555,jn_2411279226,jn_2402241107,0.0426,trunk_link,35.0,1
rd_00556,jn_7287984426,jn_13072953748,0.8427,primary,40.0,2
rd_00557,jn_10792812731,jn_1070314188,0.0738,primary,40.0,2
rd_00558,jn_1070314188,jn_248839215,0.0856,primary,40.0,2
rd_00559,jn_2177302381,jn_428457166,0.0082,primary,40.0,2
rd_00560,jn_11385274476,jn_11497616783,0.0148,primary,40.0,2
rd_00561,jn_2385141390,jn_650141496,0.0202,trunk_link,30.0,2
rd_00562,jn_11428038813,jn_11428038812,0.0127,trunk_link,35.0,2
rd_00563,jn_11428038815,jn_11428038814,0.0208,trunk_link,35.0,2
rd_00564,jn_11428038817,jn_11428038816,0.0114,trunk_link,35.0,2
rd_00565,jn_4976834425,jn_6463361106,0.5229,primary,40.0,2
rd_00566,jn_663311718,jn_10978687876,0.0384,primary_link,30.0,1
rd_00567,jn_2387123504,jn_3803663193,0.017,primary,40.0,2
rd_00568,jn_1319974913,jn_1319974914,0.009,trunk_link,35.0,1
rd_00569,jn_11626423750,jn_11626423748,0.0205,primary_link,30.0,2
rd_00570,jn_3351054485,jn_2411279230,0.0555,trunk_link,35.0,2
rd_00571,jn_248455441,jn_1067789550,0.0207,primary,40.0,2
rd_00572,jn_12452722458,jn_12452723320,0.0446,primary,40.0,2
rd_00573,jn_4703745954,jn_11494406068,0.1241,primary,40.0,2
rd_00574,jn_10588579709,jn_4703745979,0.0257,primary,40.0,2
rd_00575,jn_251099557,jn_4703745979,0.1434,primary_link,30.0,2
rd_00576,jn_10588579709,jn_11405479407,0.1369,primary_link,30.0,2
rd_00577,jn_699576794,jn_4582284826,0.0169,primary,40.0,2
rd_00578,jn_1723827217,jn_11306430808,0.021,primary,60.0,2
rd_00579,jn_9632587591,jn_308232863,0.012,primary_link,30.0,2
rd_00580,jn_12136946747,jn_12136946746,0.0132,primary,40.0,2
rd_00581,jn_11809900885,jn_11809900886,0.0123,primary,40.0,2
rd_00582,jn_260911861,jn_11809900885,0.0155,primary,40.0,2
rd_00583,jn_11846388767,jn_11846423569,0.0323,trunk_link,35.0,2
rd_00584,jn_11846423573,jn_11846423571,0.032,trunk_link,35.0,2
rd_00585,jn_11846423575,jn_11846423578,0.027,trunk_link,35.0,2
rd_00586,jn_11846775959,jn_11846775960,0.0116,trunk_link,35.0,2
rd_00587,jn_3755973278,jn_11854384388,0.0151,primary_link,30.0,2
rd_00588,jn_11854384389,jn_11854384390,0.0157,primary_link,30.0,2
rd_00589,jn_11868178724,jn_11868178727,0.0487,primary_link,30.0,2
rd_00590,jn_620136201,jn_620136177,0.1437,primary_link,30.0,2
rd_00591,jn_12129943982,jn_10841729419,0.0811,primary,40.0,2
rd_00592,jn_11432458994,jn_10075533183,0.0113,primary,30.0,2
rd_00593,jn_11873442663,jn_11873442664,0.0143,trunk_link,35.0,1
rd_00594,jn_11873774240,jn_12157177352,0.0106,trunk_link,35.0,1
rd_00595,jn_1109138340,jn_1109138338,0.0192,primary_link,30.0,2
rd_00596,jn_12159915452,jn_1109138339,0.0054,primary_link,30.0,2
rd_00597,jn_1109138336,jn_1109138333,0.0371,primary_link,30.0,2
rd_00598,jn_1109138337,jn_1472178357,0.0237,primary_link,30.0,2
rd_00599,jn_10054362316,jn_308232375,0.0074,primary_link,30.0,2
rd_00600,jn_11873939567,jn_1837378526,0.0081,primary_link,30.0,2
rd_00601,jn_9632587601,jn_1114550091,0.0938,primary_link,30.0,2
rd_00602,jn_11420343302,jn_11888422024,0.0328,primary_link,30.0,2
rd_00603,jn_11890386336,jn_11890386335,0.0136,trunk_link,35.0,2
rd_00604,jn_11890755678,jn_11890755679,0.0113,trunk_link,35.0,2
rd_00605,jn_11891177921,jn_11891177922,0.0145,trunk_link,35.0,2
rd_00606,jn_11891258386,jn_11891274610,0.1279,primary,40.0,2
rd_00607,jn_11891274610,jn_11891274609,0.0111,primary_link,30.0,2
rd_00608,jn_11892824101,jn_11892824102,0.0229,trunk_link,35.0,2
rd_00609,jn_11896602258,jn_11896602259,0.01,trunk_link,35.0,2
rd_00610,jn_11903564939,jn_12203527486,0.0146,primary,40.0,2
rd_00611,jn_11912120361,jn_11912120362,0.0054,primary_link,30.0,2
rd_00612,jn_11915994481,jn_11915994482,0.0147,primary_link,30.0,2
rd_00613,jn_11919462587,jn_1845220002,0.0083,primary,40.0,2
rd_00614,jn_11927462288,jn_11927462289,0.0087,trunk_link,35.0,2
rd_00615,jn_10020593111,jn_11937017208,0.0437,primary,40.0,2
rd_00616,jn_2407745357,jn_11977577699,0.0168,trunk_link,35.0,2
rd_00617,jn_1707859994,jn_660676770,0.0487,primary,40.0,2
rd_00618,jn_1780334125,jn_11891038829,0.0628,trunk,50.0,2
rd_00619,jn_12068481109,jn_12068481110,0.0107,primary_link,30.0,2
rd_00620,jn_12068481110,jn_11152753307,0.0319,primary_link,30.0,2
rd_00621,jn_11152753310,jn_12068481110,0.02,primary,40.0,2
rd_00622,jn_12068481110,jn_12068481111,0.0241,primary,40.0,2
rd_00623,jn_13088766704,jn_2017901929,0.0373,primary_link,30.0,2
rd_00624,jn_12040966323,jn_12040966310,0.3132,primary,40.0,2
rd_00626,jn_12059785443,jn_12059785442,0.0201,trunk_link,35.0,2
rd_00627,jn_12060861661,jn_12060861662,0.0129,trunk_link,35.0,1
rd_00628,jn_6454765746,jn_12451306639,0.5439,primary,60.0,3
rd_00629,jn_12119649210,jn_428435131,0.0142,primary,40.0,2
rd_00630,jn_12430010318,jn_12121597668,0.015,primary_link,30.0,2
rd_00631,jn_2385133858,jn_12129307874,0.0199,trunk_link,35.0,2
rd_00632,jn_12129943982,jn_294083077,0.012,primary_link,30.0,2
rd_00633,jn_12009305216,jn_5776756937,0.0097,primary_link,30.0,2
rd_00634,jn_11054990209,jn_11727919672,0.1156,primary_link,30.0,2
rd_00635,jn_11055003321,jn_11727919672,0.0502,primary_link,30.0,3
rd_00636,jn_308915753,jn_11809900886,0.0602,primary,25.0,3
rd_00637,jn_11809900886,jn_308915754,0.0133,primary,25.0,3
rd_00638,jn_5011416423,jn_3356003416,0.0122,primary,40.0,2
rd_00639,jn_12145487310,jn_12145487314,0.0089,primary,40.0,2
rd_00640,jn_11469851352,jn_1808871252,0.005,primary,40.0,2
rd_00641,jn_12147813613,jn_12147813608,0.042,primary_link,30.0,1
rd_00642,jn_6484995887,jn_7456579066,0.0112,trunk_link,60.0,2
rd_00643,jn_12151494704,jn_12151458578,0.0124,primary_link,30.0,2
rd_00644,jn_12151458578,jn_11220661004,0.0099,primary,50.0,3
rd_00645,jn_11220661004,jn_2099691626,0.0843,primary,50.0,3
rd_00646,jn_10980051591,jn_12141911042,0.0222,primary,40.0,2
rd_00647,jn_12153044351,jn_12153044352,0.0125,trunk_link,35.0,2
rd_00648,jn_12159312919,jn_10001768724,0.0481,primary,40.0,2
rd_00649,jn_12159312913,jn_12159312912,0.0249,primary,40.0,4
rd_00650,jn_12159312912,jn_12159312919,0.0512,primary,40.0,4
rd_00651,jn_12067366799,jn_12067366802,0.0188,primary,40.0,2
rd_00652,jn_2227865026,jn_2177268811,0.6214,primary,50.0,2
rd_00653,jn_6182547078,jn_12174556588,0.2724,trunk,50.0,2
rd_00654,jn_12186005568,jn_12186005569,0.0077,primary_link,30.0,2
rd_00655,jn_2385133857,jn_12196449734,0.0256,trunk_link,35.0,2
rd_00656,jn_12196449734,jn_12196449735,0.0384,trunk_link,35.0,2
rd_00657,jn_11940280169,jn_1836983206,0.0579,motorway_link,40.0,2
rd_00658,jn_1942843905,jn_11940280169,0.0567,motorway_link,40.0,2
rd_00659,jn_12203527486,jn_6463569335,0.0061,primary,40.0,2
rd_00660,jn_12099921833,jn_12099921832,0.0389,primary,40.0,2
rd_00661,jn_12141911062,jn_12141911057,0.0168,primary,40.0,2
rd_00662,jn_7280461394,jn_7260788996,0.0702,primary,40.0,2
rd_00663,jn_1707859865,jn_1707859994,0.0378,primary,40.0,2
rd_00664,jn_8044105316,jn_296030036,0.0067,primary,40.0,2
rd_00665,jn_12145770301,jn_296030006,0.0066,primary,40.0,2
rd_00666,jn_12273334034,jn_12273334035,0.0202,trunk_link,35.0,2
rd_00667,jn_1177192105,jn_6182547078,0.21,trunk,60.0,3
rd_00668,jn_10775075568,jn_11964440743,0.0181,trunk,60.0,3
rd_00669,jn_11494414330,jn_11494414329,0.0094,primary,40.0,2
rd_00670,jn_12692472179,jn_12692472177,0.0102,primary,40.0,2
rd_00671,jn_12692472177,jn_12692472176,0.0099,primary,40.0,3
rd_00672,jn_1808871252,jn_12145770301,0.0131,primary,40.0,2
rd_00673,jn_429723996,jn_11065716857,0.0288,primary_link,30.0,1
rd_00674,jn_12429035787,jn_12429035783,0.0264,primary_link,30.0,1
rd_00675,jn_12433045764,jn_10121033916,0.171,primary,40.0,3
rd_00676,jn_249075524,jn_7287518216,0.226,primary,40.0,2
rd_00677,jn_12151470605,jn_12151470604,0.0083,primary,30.0,2
rd_00678,jn_12459218188,jn_7287571766,0.0124,primary_link,30.0,2
rd_00679,jn_4829124435,jn_249075524,0.3713,primary,40.0,2
rd_00680,jn_12531390537,jn_12452722458,0.2431,primary,40.0,2
rd_00681,jn_12551629150,jn_12551629144,0.0266,trunk_link,35.0,2
rd_00682,jn_494076705,jn_494238030,0.0301,trunk,50.0,2
rd_00683,jn_10282769895,jn_10775075568,0.0156,primary,40.0,2
rd_00684,jn_12278137174,jn_12279397378,0.0127,primary_link,30.0,2
rd_00685,jn_12059785439,jn_1836983374,0.1876,trunk,50.0,2
rd_00686,jn_12059785442,jn_733498684,0.0667,trunk,50.0,3
rd_00687,jn_12648799089,jn_12648799090,0.0085,trunk_link,35.0,2
rd_00688,jn_12672273597,jn_355427195,0.0459,trunk_link,35.0,2
rd_00689,jn_12718284170,jn_248525409,0.0146,primary,40.0,2
rd_00690,jn_248525409,jn_428457171,0.0102,primary,40.0,2
rd_00691,jn_11891177921,jn_11891274610,0.0787,primary,40.0,2
rd_00692,jn_12765645851,jn_12765645853,0.0109,trunk_link,35.0,2
rd_00693,jn_12803624101,jn_12827961143,0.0092,primary,40.0,2
rd_00694,jn_12803586900,jn_12803624101,0.0141,primary,40.0,3
rd_00695,jn_10601663791,jn_12433045764,0.0144,primary_link,30.0,2
rd_00696,jn_494238030,jn_4701311831,0.018,primary,40.0,2
rd_00697,jn_247974980,jn_494271104,0.7997,trunk,60.0,3
rd_00698,jn_5011416423,jn_12896232268,0.0361,primary,40.0,2
rd_00699,jn_12143918021,jn_5011416423,0.0119,primary,40.0,2
rd_00700,jn_1472878464,jn_10282769905,0.008,trunk_link,35.0,2
rd_00701,jn_12949319030,jn_12949319033,0.0196,trunk_link,35.0,2
rd_00702,jn_11809900885,jn_6462712324,0.2067,primary,40.0,2
rd_00703,jn_6462712324,jn_2571434008,0.216,primary,40.0,2
rd_00704,jn_12145487310,jn_12145487311,0.0203,primary,40.0,1
rd_00705,jn_1636820490,jn_1636820472,0.008,primary,40.0,2
rd_00706,jn_4976834447,jn_12136946747,0.6953,primary,40.0,2
rd_00707,jn_12492308064,jn_8239947030,0.2165,primary,40.0,2
rd_00708,jn_12692472176,jn_12692472178,0.0095,primary,40.0,2
rd_00709,jn_12638260402,jn_13076886164,0.0061,trunk_link,35.0,2
rd_00710,jn_6261560648,jn_7478154680,1.1527,primary,50.0,3
rd_00711,jn_3422938693,jn_2630925110,0.0281,primary_link,30.0,2
rd_00712,jn_13820094376,jn_13820094377,0.0092,trunk_link,35.0,2
rd_00713,jn_428435131,jn_13321896550,0.0185,primary,40.0,2
rd_00714,jn_13321896550,jn_1067781007,0.0137,primary,20.0,2
rd_00715,jn_1067781007,jn_12119649210,0.0183,primary,40.0,2
rd_00716,jn_1067789545,jn_13343865545,0.0228,primary_link,30.0,2
rd_00717,jn_13344267422,jn_13344267423,0.0213,primary_link,30.0,2
rd_00718,jn_4701311831,jn_10853180817,0.0698,primary,40.0,2
rd_00719,jn_4397429402,jn_12459218188,0.0092,primary,40.0,2
rd_00720,jn_10853180817,jn_7287571766,0.2294,primary,40.0,2
rd_00721,jn_7287571766,jn_12459218191,0.0084,primary,40.0,2
rd_00722,jn_12459218191,jn_4397429402,0.0126,primary_link,30.0,2
rd_00723,jn_11964724284,jn_12709621386,0.0059,primary,60.0,3
rd_00724,jn_12709621385,jn_11964724285,0.0067,primary,60.0,3
rd_00725,jn_12709621386,jn_12709621385,0.0119,primary,40.0,2
rd_00726,jn_12452722458,jn_13459544127,0.0585,primary,40.0,2
rd_00727,jn_13459522650,jn_13459522649,0.0081,primary_link,30.0,2
rd_00728,jn_13507201652,jn_13507201648,0.0254,primary_link,30.0,2
rd_00729,jn_1067769842,jn_9910066830,0.1556,primary,20.0,2
rd_00730,jn_12183377237,jn_2192012631,0.1797,primary,40.0,2
rd_00731,jn_251099555,jn_251099557,0.4228,primary,40.0,2
rd_00732,jn_13748051108,jn_13748051109,0.0132,trunk_link,35.0,2
rd_00733,jn_13793214289,jn_1070314188,0.0116,primary,40.0,2
rd_00734,jn_13823559215,jn_13823559216,0.0095,primary_link,30.0,2
rd_00735,jn_13830269254,jn_3756218772,0.0476,primary_link,30.0,2
rd_00736,jn_13875839413,jn_1837823406,0.0961,primary_link,30.0,2
rd_00737,jn_13903770309,jn_13903770310,0.0105,trunk_link,35.0,2
rd_00738,jn_2405870182,jn_412905242,0.0142,primary,40.0,2
rd_00739,jn_1435578897,jn_3422938694,0.0223,primary_link,30.0,2
rd_00740,jn_247991552,jn_2385104004,0.0145,primary_link,30.0,2
rd_00741,jn_2471287780,jn_12683580002,0.1501,trunk,60.0,3
rd_00742,jn_13985175970,jn_13985175980,0.0659,primary_link,30.0,2
rd_00743,jn_13985175980,jn_13985175976,0.0501,primary_link,30.0,2
rd_00744,jn_13985175980,jn_13985175981,0.0102,primary_link,30.0,2
rd_00745,jn_13985347515,jn_13985347516,0.0172,primary_link,30.0,2
rd_00746,jn_12683580002,jn_12683580001,0.0153,trunk_link,35.0,2
rd_00747,jn_14053386212,jn_7287551941,0.0052,primary,40.0,2
rd_00748,jn_428457159,jn_248525409,0.2544,primary,40.0,2
rd_00749,jn_1232963659,jn_248459877,0.1046,primary_link,30.0,2
rd_00750,jn_11688206891,jn_249081146,1.5645,trunk,40.0,2
rd_00751,jn_286654942,jn_5639672729,0.1677,primary,40.0,2
rd_00752,jn_10016225540,jn_665045371,0.4407,primary,40.0,3
rd_00753,jn_10016225540,jn_665045355,0.0989,primary,40.0,3
rd_00754,jn_12433045764,jn_11342970531,0.1592,primary,40.0,3
rd_00755,jn_429724016,jn_427531039,0.2116,primary,40.0,2
rd_00756,jn_9870882717,jn_12460840938,0.0558,primary,48.3,3
rd_00757,jn_309592695,jn_6017833813,0.36,primary,40.0,2
rd_00758,jn_1067781007,jn_248455450,0.278,primary,21.3,2
rd_00759,jn_13392231543,jn_298830984,0.4233,primary_link,30.0,2
rd_00760,jn_10841729419,jn_13985347515,0.2347,primary,40.0,2
rd_00761,jn_347260618,jn_298775277,0.144,primary,40.0,2
rd_00762,jn_296030007,jn_12145770301,0.0709,primary,40.0,2
rd_00763,jn_1129371503,jn_983351470,2.203,primary,40.0,3
rd_00764,jn_286681963,jn_286681951,0.3667,primary_link,30.0,2
rd_00765,jn_298820566,jn_5639672729,0.176,primary_link,30.0,2
rd_00766,jn_1560168993,jn_3371785042,0.035,primary,40.0,2
rd_00767,jn_1808871362,jn_1808871337,0.0708,primary,40.0,2
