edge_id,edge_kind,mode,ts,hour,dow,is_weekend,rain,base_min,observed_min
rd_00929,road,road,2025-01-08T21:07:26,21.124,2,0,0,0.2919,0.4141
rd_00710,road,road,2025-01-08T21:07:46,21.13,2,0,0,1.3832,1.685
rd_00975,road,road,2025-01-08T21:07:58,21.133,2,0,0,1.0896,1.4732
rd_00583,road,road,2025-01-08T21:07:59,21.133,2,0,0,0.0554,0.25
tr_bus_401n_023,transit,bus,2025-01-08T21:08:11,21.137,2,0,0,1.788,2.3589
rd_00083,road,road,2025-01-08T21:08:24,21.14,2,0,0,0.1442,0.25
rd_00651,road,road,2025-01-08T21:08:44,21.146,2,0,0,0.0282,0.25
rd_00127,road,road,2025-01-08T21:08:48,21.147,2,0,0,0.0896,0.25
rd_00665,road,road,2025-01-08T21:09:29,21.158,2,0,0,0.0099,0.25
rd_c_bs_s_2398471620,road,road,2025-01-08T21:09:31,21.159,2,0,0,0.1527,0.25
rd_00135,road,road,2025-01-08T21:10:17,21.172,2,0,0,0.0991,0.25
rd_00476,road,road,2025-01-08T21:10:27,21.174,2,0,0,0.0766,0.25
rd_00375,road,road,2025-01-08T21:10:42,21.179,2,0,0,0.1068,0.25
tr_bus_500l_023,transit,bus,2025-01-08T21:11:02,21.184,2,0,0,3.018,3.4886
tr_bus_401n_013,transit,bus,2025-01-08T21:11:48,21.197,2,0,0,2.213,2.9641
rd_00488,road,road,2025-01-08T21:12:27,21.208,2,0,0,0.0209,0.25
tr_bus_500l_018,transit,bus,2025-01-08T21:12:51,21.214,2,0,0,1.896,1.8858
rd_00901,road,road,2025-01-08T21:12:53,21.215,2,0,0,0.7732,0.9095
tr_bus_tr12_024,transit,bus,2025-01-08T21:12:57,21.216,2,0,0,1.499,1.9731
tr_bus_v500ck_001,transit,bus,2025-01-08T21:12:59,21.216,2,0,0,3.395,3.8663
rd_00790,road,road,2025-01-08T21:13:10,21.22,2,0,0,0.0965,0.25
rd_00692,road,road,2025-01-08T21:13:30,21.225,2,0,0,0.0187,0.25
rd_00113,road,road,2025-01-08T21:14:09,21.236,2,0,0,0.1806,0.2942
rd_00819,road,road,2025-01-08T21:14:19,21.239,2,0,0,0.049,0.25
rd_00345,road,road,2025-01-08T21:14:29,21.242,2,0,0,0.05,0.25
rd_00510,road,road,2025-01-08T21:15:10,21.253,2,0,0,0.1085,0.25
rd_c_bs_s_1597612579,road,road,2025-01-08T21:15:22,21.256,2,0,0,0.5433,0.7499
rd_00461,road,road,2025-01-08T21:15:24,21.257,2,0,0,0.0193,0.25
rd_01157,road,road,2025-01-08T21:15:32,21.259,2,0,0,0.1917,0.2615
rd_c_pl_pl_college,road,road,2025-01-08T21:15:46,21.263,2,0,0,1.9809,2.6128
rd_c_bs_s_2093292636,road,road,2025-01-08T21:16:01,21.267,2,0,0,0.1692,0.25
rd_00278,road,road,2025-01-08T21:16:10,21.27,2,0,0,0.0335,0.25
rd_00803,road,road,2025-01-08T21:16:31,21.275,2,0,0,0.2621,0.3235
rd_00210,road,road,2025-01-08T21:16:37,21.277,2,0,0,0.0384,0.25
tr_bus_342f_019,transit,bus,2025-01-08T21:16:50,21.281,2,0,0,5.128,5.4693
tr_bus_75b_003,transit,bus,2025-01-08T21:16:58,21.283,2,0,0,1.809,1.9848
rd_00623,road,road,2025-01-08T21:17:08,21.286,2,0,0,0.0746,0.25
rd_00001,road,road,2025-01-08T21:17:12,21.287,2,0,0,0.1298,0.25
rd_00131,road,road,2025-01-08T21:17:19,21.289,2,0,0,0.0165,0.25
rd_c_bs_s_1557291133,road,road,2025-01-08T21:17:33,21.293,2,0,0,0.051,0.25
rd_00614,road,road,2025-01-08T21:17:48,21.297,2,0,0,0.0149,0.25
rd_00917,road,road,2025-01-08T21:17:56,21.299,2,0,0,0.1642,0.25
rd_01009,road,road,2025-01-08T21:18:33,21.309,2,0,0,0.0313,0.25
rd_00499,road,road,2025-01-08T21:19:02,21.317,2,0,0,0.0878,0.25
rd_c_bs_s_4846789823,road,road,2025-01-08T21:19:06,21.318,2,0,0,0.2343,0.3064
rd_00209,road,road,2025-01-08T21:19:15,21.321,2,0,0,0.064,0.25
rd_c_bs_s_6495482457,road,road,2025-01-08T21:19:17,21.322,2,0,0,0.0351,0.25
rd_c_ms_station__maj,road,road,2025-01-08T21:19:32,21.326,2,0,0,0.4098,0.5241
rd_c_ms_gayyanapalya,road,road,2025-01-08T21:20:15,21.338,2,0,0,1.9899,2.5921
tr_bus_500l_003,transit,bus,2025-01-08T21:20:41,21.345,2,0,0,2.389,2.8611
tr_bus_401n_023,transit,bus,2025-01-08T21:20:53,21.348,2,0,0,1.788,2.1728
rd_00860,road,road,2025-01-08T21:21:05,21.351,2,0,0,0.4895,0.6063
rd_00943,road,road,2025-01-08T21:21:18,21.355,2,0,0,0.1626,0.25
tr_bus_75b_010,transit,bus,2025-01-08T21:22:04,21.368,2,0,0,3.353,4.7549
rd_00359,road,road,2025-01-08T21:22:20,21.372,2,0,0,0.0908,0.25
tr_bus_342f_004,transit,bus,2025-01-08T21:22:35,21.376,2,0,0,2.152,3.3559
rd_00767,road,road,2025-01-08T21:22:50,21.381,2,0,0,0.1062,0.25
rd_00722,road,road,2025-01-08T21:22:59,21.383,2,0,0,0.0252,0.25
rd_00206,road,road,2025-01-08T21:23:00,21.383,2,0,0,0.2302,0.2889
rd_00216,road,road,2025-01-08T21:23:00,21.384,2,0,0,0.9033,1.1592
tr_bus_401n_021,transit,bus,2025-01-08T21:23:16,21.388,2,0,0,2.634,2.9989
rd_00472,road,road,2025-01-08T21:23:30,21.392,2,0,0,0.1806,0.25
rd_00500,road,road,2025-01-08T21:24:02,21.401,2,0,0,0.2956,0.3817
rd_00015,road,road,2025-01-08T21:24:11,21.403,2,0,0,0.0238,0.25
rd_c_ms_ms_jayanagar,road,road,2025-01-08T21:24:24,21.407,2,0,0,1.3464,1.6267
rd_00495,road,road,2025-01-08T21:24:43,21.412,2,0,0,0.0266,0.25
rd_00756,road,road,2025-01-08T21:24:55,21.416,2,0,0,0.0693,0.25
tr_bus_201g_020,transit,bus,2025-01-08T21:24:59,21.417,2,0,0,1.478,1.5272
rd_c_bs_s_2417464022,road,road,2025-01-08T21:25:02,21.417,2,0,0,0.0579,0.25
rd_00278,road,road,2025-01-08T21:25:07,21.419,2,0,0,0.0335,0.25
rd_00935,road,road,2025-01-08T21:25:14,21.421,2,0,0,0.0336,0.25
rd_01130,road,road,2025-01-08T21:25:49,21.43,2,0,0,0.2389,0.2652
rd_00985,road,road,2025-01-08T21:25:57,21.433,2,0,0,0.9573,1.0706
rd_00124,road,road,2025-01-08T21:26:00,21.433,2,0,0,0.8227,1.1172
rd_01025,road,road,2025-01-08T21:26:05,21.435,2,0,0,1.2916,1.457
tr_bus_tr12_005,transit,bus,2025-01-08T21:26:05,21.435,2,0,0,1.588,1.7142
rd_00169,road,road,2025-01-08T21:26:33,21.443,2,0,0,0.0404,0.25
rd_00240,road,road,2025-01-08T21:26:34,21.443,2,0,0,0.0621,0.25
rd_00757,road,road,2025-01-08T21:26:52,21.448,2,0,0,0.54,0.5864
rd_00986,road,road,2025-01-08T21:27:00,21.45,2,0,0,0.0784,0.25
rd_00639,road,road,2025-01-08T21:27:57,21.466,2,0,0,0.0133,0.25
rd_01167,road,road,2025-01-08T21:28:06,21.468,2,0,0,0.6105,0.6891
rd_00238,road,road,2025-01-08T21:28:11,21.47,2,0,0,0.0264,0.25
tr_metro_purpleline_014,transit,metro,2025-01-08T21:28:16,21.471,2,0,0,2.521,2.3315
rd_01002,road,road,2025-01-08T21:28:17,21.471,2,0,0,0.0313,0.25
tr_bus_k1_023,transit,bus,2025-01-08T21:28:42,21.478,2,0,0,7.123,9.2502
rd_00451,road,road,2025-01-08T21:29:25,21.49,2,0,0,0.02,0.25
rd_00637,road,road,2025-01-08T21:29:26,21.491,2,0,0,0.0319,0.25
rd_00169,road,road,2025-01-08T21:29:30,21.492,2,0,0,0.0404,0.25
rd_00799,road,road,2025-01-08T21:29:40,21.495,2,0,0,0.3339,0.427
rd_00340,road,road,2025-01-08T21:30:13,21.504,2,0,0,0.1638,0.25
rd_c_bs_s_9814659994,road,road,2025-01-08T21:30:52,21.515,2,0,0,0.0504,0.25
rd_00472,road,road,2025-01-08T21:31:08,21.519,2,0,0,0.1806,0.25
rd_00813,road,road,2025-01-08T21:31:59,21.533,2,0,0,0.501,0.8047
tr_bus_60a_016,transit,bus,2025-01-08T21:32:14,21.537,2,0,0,1.922,2.5104
tr_bus_342f_016,transit,bus,2025-01-08T21:32:33,21.543,2,0,0,6.996,8.368
tr_bus_v500ck_011,transit,bus,2025-01-08T21:32:46,21.546,2,0,0,3.099,3.652
rd_00332,road,road,2025-01-08T21:32:47,21.546,2,0,0,0.3363,0.3611
rd_01197,road,road,2025-01-08T21:32:51,21.548,2,0,0,0.6658,0.6749
rd_01049,road,road,2025-01-08T21:33:18,21.555,2,0,0,0.6223,0.6978
rd_00525,road,road,2025-01-08T21:33:51,21.564,2,0,0,0.0247,0.25
rd_00009,road,road,2025-01-08T21:34:02,21.567,2,0,0,0.0741,0.25
rd_00315,road,road,2025-01-08T21:34:02,21.567,2,0,0,0.8856,0.863
rd_00563,road,road,2025-01-08T21:34:08,21.569,2,0,0,0.0357,0.25
tr_bus_169_008,transit,bus,2025-01-08T21:34:19,21.572,2,0,0,3.381,5.0344
rd_00712,road,road,2025-01-08T21:34:51,21.581,2,0,0,0.0158,0.25
rd_00155,road,road,2025-01-08T21:35:36,21.594,2,0,0,0.045,0.25
rd_00500,road,road,2025-01-08T21:35:42,21.595,2,0,0,0.2956,0.4031
rd_00320,road,road,2025-01-08T21:35:50,21.597,2,0,0,0.0222,0.25
rd_00855,road,road,2025-01-08T21:36:11,21.603,2,0,0,0.6425,0.6152
rd_00099,road,road,2025-01-08T21:36:27,21.608,2,0,0,1.0617,1.2198
rd_c_bs_s_7156536815,road,road,2025-01-08T21:36:37,21.61,2,0,0,0.4398,0.5907
rd_01009,road,road,2025-01-08T21:36:59,21.616,2,0,0,0.0313,0.25
rd_00098,road,road,2025-01-08T21:37:00,21.617,2,0,0,0.0662,0.25
rd_c_bs_s_1185757004,road,road,2025-01-08T21:37:32,21.626,2,0,0,0.4674,0.607
rd_00079,road,road,2025-01-08T21:37:45,21.629,2,0,0,0.1144,0.25
rd_00851,road,road,2025-01-08T21:37:45,21.629,2,0,0,0.9185,0.9622
rd_c_ms__gandhi_road,road,road,2025-01-08T21:37:53,21.632,2,0,0,0.7374,1.0226
rd_01033,road,road,2025-01-08T21:37:59,21.633,2,0,0,0.0932,0.25
rd_01059,road,road,2025-01-08T21:38:51,21.648,2,0,0,0.1443,0.25
tr_bus_75b_011,transit,bus,2025-01-08T21:38:52,21.648,2,0,0,1.788,2.4032
rd_01216,road,road,2025-01-08T21:39:03,21.651,2,0,0,2.3435,2.8537
rd_00366,road,road,2025-01-08T21:39:23,21.657,2,0,0,0.0224,0.25
rd_00691,road,road,2025-01-08T21:39:43,21.662,2,0,0,0.1181,0.25
rd_00654,road,road,2025-01-08T21:39:44,21.662,2,0,0,0.0154,0.25
rd_00064,road,road,2025-01-08T21:39:46,21.663,2,0,0,0.2496,0.3
rd_01232,road,road,2025-01-08T21:40:23,21.673,2,0,0,1.1868,1.4803
rd_00541,road,road,2025-01-08T21:42:10,21.703,2,0,0,0.0119,0.25
rd_00135,road,road,2025-01-08T21:42:11,21.703,2,0,0,0.0991,0.25
rd_00208,road,road,2025-01-08T21:42:41,21.711,2,0,0,0.1098,0.25
rd_01009,road,road,2025-01-08T21:42:46,21.713,2,0,0,0.0313,0.25
rd_01104,road,road,2025-01-08T21:42:46,21.713,2,0,0,0.6283,0.6919
rd_00808,road,road,2025-01-08T21:42:56,21.716,2,0,0,0.8484,1.076
rd_00580,road,road,2025-01-08T21:42:59,21.717,2,0,0,0.0198,0.25
rd_00358,road,road,2025-01-08T21:43:33,21.726,2,0,0,1.2065,1.3783
tr_bus_401n_001,transit,bus,2025-01-08T21:43:58,21.733,2,0,0,3.216,4.0838
rd_00287,road,road,2025-01-08T21:44:02,21.734,2,0,0,0.0345,0.25
tr_bus_75b_014,transit,bus,2025-01-08T21:44:11,21.736,2,0,0,1.505,1.5875
rd_01106,road,road,2025-01-08T21:44:17,21.738,2,0,0,0.7184,0.7448
tr_metro_purpleline_002,transit,metro,2025-01-08T21:44:22,21.74,2,0,0,4.095,3.9476
rd_c_bs_bs_448117694,road,road,2025-01-08T21:44:51,21.748,2,0,0,0.3396,0.3685
rd_00500,road,road,2025-01-08T21:45:22,21.756,2,0,0,0.2956,0.3744
rd_00623,road,road,2025-01-08T21:45:30,21.758,2,0,0,0.0746,0.25
rd_c_bs__11097276373,road,road,2025-01-08T21:45:47,21.763,2,0,0,0.1221,0.25
tr_bus_v500ck_009,transit,bus,2025-01-08T21:46:25,21.774,2,0,0,1.721,1.6948
rd_00474,road,road,2025-01-08T21:46:43,21.779,2,0,0,0.0485,0.25
rd_c_bs_s_1820411843,road,road,2025-01-08T21:47:03,21.784,2,0,0,0.5784,0.6761
rd_c_bs__10855399618,road,road,2025-01-08T21:47:05,21.785,2,0,0,0.4113,0.5995
rd_00006,road,road,2025-01-08T21:48:28,21.808,2,0,0,0.0892,0.25
rd_00202,road,road,2025-01-08T21:48:28,21.808,2,0,0,0.1183,0.25
rd_00294,road,road,2025-01-08T21:49:14,21.821,2,0,0,0.218,0.2522
rd_00240,road,road,2025-01-08T21:49:20,21.822,2,0,0,0.0621,0.25
rd_00281,road,road,2025-01-08T21:49:29,21.825,2,0,0,0.1682,0.25
rd_00299,road,road,2025-01-08T21:50:20,21.839,2,0,0,0.1718,0.25
rd_01226,road,road,2025-01-08T21:50:32,21.842,2,0,0,1.941,2.2968
rd_00559,road,road,2025-01-08T21:50:41,21.845,2,0,0,0.0123,0.25
rd_00578,road,road,2025-01-08T21:50:48,21.847,2,0,0,0.021,0.25
rd_c_bs_s_2394012912,road,road,2025-01-08T21:50:51,21.848,2,0,0,0.0903,0.25
rd_00322,road,road,2025-01-08T21:51:09,21.853,2,0,0,0.4314,0.4429
rd_c_bs_s_9820589363,road,road,2025-01-08T21:51:13,21.854,2,0,0,0.0873,0.25
rd_00703,road,road,2025-01-08T21:51:23,21.857,2,0,0,0.324,0.3598
rd_00766,road,road,2025-01-08T21:51:23,21.856,2,0,0,0.0525,0.25
rd_00542,road,road,2025-01-08T21:51:38,21.861,2,0,0,0.3084,0.3537
rd_00076,road,road,2025-01-08T21:51:41,21.862,2,0,0,0.0394,0.25
rd_00707,road,road,2025-01-08T21:51:43,21.862,2,0,0,0.3247,0.3059
rd_01215,road,road,2025-01-08T21:51:49,21.864,2,0,0,1.8935,2.531
tr_bus_60a_021,transit,bus,2025-01-08T21:53:01,21.884,2,0,0,4.239,4.4135
tr_bus_60a_009,transit,bus,2025-01-08T21:53:27,21.891,2,0,0,1.482,2.0464
tr_bus_201g_004,transit,bus,2025-01-08T21:53:56,21.899,2,0,0,2.47,2.8791
rd_c_bs_s_1839942326,road,road,2025-01-08T21:53:59,21.9,2,0,0,0.0657,0.25
rd_00372,road,road,2025-01-08T21:54:57,21.916,2,0,0,0.026,0.25
rd_01123,road,road,2025-01-08T21:55:00,21.917,2,0,0,0.1821,0.25
rd_00991,road,road,2025-01-08T21:55:17,21.922,2,0,0,0.9446,0.9471
rd_00286,road,road,2025-01-08T21:55:21,21.923,2,0,0,0.5846,0.7132
rd_01145,road,road,2025-01-08T21:55:26,21.924,2,0,0,0.251,0.2771
rd_00490,road,road,2025-01-08T21:55:35,21.927,2,0,0,0.087,0.25
rd_00343,road,road,2025-01-08T21:55:59,21.933,2,0,0,0.0272,0.25
rd_00484,road,road,2025-01-08T21:55:59,21.933,2,0,0,0.9927,1.1296
tr_bus_k4_011,transit,bus,2025-01-08T21:56:04,21.935,2,0,0,3.35,3.6763
rd_00118,road,road,2025-01-08T21:56:06,21.935,2,0,0,0.0986,0.25
rd_00458,road,road,2025-01-08T21:56:37,21.944,2,0,0,0.0776,0.25
tr_bus_500l_010,transit,bus,2025-01-08T21:56:51,21.948,2,0,0,3.73,3.9062
rd_00877,road,road,2025-01-08T21:56:54,21.949,2,0,0,0.8447,0.9524
rd_00709,road,road,2025-01-08T21:57:24,21.957,2,0,0,0.0105,0.25
rd_00800,road,road,2025-01-08T21:57:35,21.96,2,0,0,0.1726,0.25
rd_00213,road,road,2025-01-08T21:58:06,21.969,2,0,0,0.9878,0.7772
rd_c_bs_s_5776699920,road,road,2025-01-08T21:58:19,21.972,2,0,0,0.03,0.25
rd_01209,road,road,2025-01-08T21:58:40,21.978,2,0,0,0.2676,0.3059
tr_bus_75b_003,transit,bus,2025-01-08T21:58:49,21.98,2,0,0,1.809,2.36
rd_00404,road,road,2025-01-08T21:59:42,21.995,2,0,0,0.3653,0.4507
rd_c_bs__11584464945,road,road,2025-01-08T21:59:58,21.999,2,0,0,0.7476,0.8737
tr_bus_500l_009,transit,bus,2025-01-08T22:00:53,22.015,2,0,0,1.721,2.1192
rd_00686,road,road,2025-01-08T22:01:01,22.017,2,0,0,0.08,0.25
tr_bus_k4_001,transit,bus,2025-01-08T22:01:11,22.02,2,0,0,1.772,1.9954
rd_00834,road,road,2025-01-08T22:01:27,22.024,2,0,0,2.2572,2.6774
rd_01030,road,road,2025-01-08T22:01:30,22.025,2,0,0,0.3176,0.3274
rd_00692,road,road,2025-01-08T22:01:46,22.029,2,0,0,0.0187,0.25
rd_c_bs_s_2396890811,road,road,2025-01-08T22:01:50,22.031,2,0,0,0.0717,0.25
rd_00052,road,road,2025-01-08T22:01:54,22.032,2,0,0,0.2006,0.25
tr_metro_yellowline_004,transit,metro,2025-01-08T22:01:56,22.032,2,0,0,2.974,2.8288
tr_bus_171g_014,transit,bus,2025-01-08T22:02:00,22.034,2,0,0,3.242,3.6517
rd_00298,road,road,2025-01-08T22:02:09,22.036,2,0,0,0.3996,0.3683
tr_bus_201g_018,transit,bus,2025-01-08T22:02:11,22.036,2,0,0,5.397,5.4486
tr_bus_401n_011,transit,bus,2025-01-08T22:02:12,22.037,2,0,0,5.591,6.6024
rd_00754,road,road,2025-01-08T22:02:19,22.039,2,0,0,0.2388,0.2963
rd_00358,road,road,2025-01-08T22:02:50,22.047,2,0,0,1.2065,1.2523
rd_00724,road,road,2025-01-08T22:02:51,22.048,2,0,0,0.0067,0.25
rd_00270,road,road,2025-01-08T22:03:05,22.052,2,0,0,0.0461,0.25
rd_01165,road,road,2025-01-08T22:04:38,22.077,2,0,0,0.6618,0.6766
tr_bus_k4_016,transit,bus,2025-01-08T22:04:48,22.08,2,0,0,2.571,3.1935
rd_00961,road,road,2025-01-08T22:04:49,22.08,2,0,0,0.2152,0.25
tr_bus_171g_018,transit,bus,2025-01-08T22:04:51,22.081,2,0,0,2.489,2.5403
rd_00184,road,road,2025-01-08T22:05:21,22.089,2,0,0,0.7934,0.8698
rd_00808,road,road,2025-01-08T22:05:25,22.09,2,0,0,0.8484,0.7609
rd_00872,road,road,2025-01-08T22:05:25,22.091,2,0,0,0.8383,0.9631
rd_01166,road,road,2025-01-08T22:05:25,22.09,2,0,0,0.6244,0.691
rd_01097,road,road,2025-01-08T22:05:29,22.091,2,0,0,0.4212,0.3728
rd_00862,road,road,2025-01-08T22:05:32,22.092,2,0,0,0.414,0.4919
tr_bus_60a_005,transit,bus,2025-01-08T22:05:46,22.096,2,0,0,2.768,3.5646
rd_00363,road,road,2025-01-08T22:06:01,22.101,2,0,0,0.0143,0.25
rd_00411,road,road,2025-01-08T22:06:23,22.106,2,0,0,0.4626,0.4904
rd_00404,road,road,2025-01-08T22:06:32,22.109,2,0,0,0.3653,0.4652
rd_00883,road,road,2025-01-08T22:07:15,22.121,2,0,0,0.9142,0.938
rd_c_bs_s_1067841650,road,road,2025-01-08T22:07:47,22.13,2,0,0,0.1038,0.25
tr_bus_500l_009,transit,bus,2025-01-08T22:08:25,22.14,2,0,0,1.721,1.5274
rd_c_bs__11279815776,road,road,2025-01-08T22:08:30,22.142,2,0,0,0.0633,0.25
rd_00518,road,road,2025-01-08T22:08:55,22.149,2,0,0,0.0141,0.25
rd_00777,road,road,2025-01-08T22:08:56,22.149,2,0,0,0.7074,0.6754
rd_00165,road,road,2025-01-08T22:09:02,22.151,2,0,0,0.0528,0.25
rd_00959,road,road,2025-01-08T22:09:11,22.153,2,0,0,0.394,0.4243
rd_00958,road,road,2025-01-08T22:09:17,22.155,2,0,0,0.6966,0.7938
tr_bus_201g_011,transit,bus,2025-01-08T22:09:18,22.155,2,0,0,3.355,3.8746
rd_00384,road,road,2025-01-08T22:09:58,22.166,2,0,0,0.016,0.25
rd_00678,road,road,2025-01-08T22:10:01,22.167,2,0,0,0.0248,0.25
rd_c_bs_s_1635922819,road,road,2025-01-08T22:10:07,22.169,2,0,0,0.1068,0.25
rd_00624,road,road,2025-01-08T22:10:12,22.17,2,0,0,0.4698,0.4381
tr_bus_60a_007,transit,bus,2025-01-08T22:10:14,22.171,2,0,0,2.967,2.9588
tr_bus_k1_015,transit,bus,2025-01-08T22:10:55,22.182,2,0,0,2.494,2.7222
rd_c_bs_s_9910066832,road,road,2025-01-08T22:11:44,22.196,2,0,0,0.0336,0.25
rd_00006,road,road,2025-01-08T22:11:47,22.197,2,0,0,0.0892,0.25
rd_00948,road,road,2025-01-08T22:11:59,22.2,2,0,0,3.7038,4.1223
rd_00422,road,road,2025-01-08T22:12:15,22.204,2,0,0,0.0524,0.25
rd_00475,road,road,2025-01-08T22:12:49,22.214,2,0,0,0.0092,0.25
rd_c_ms__gandhi_road,road,road,2025-01-08T22:13:03,22.218,2,0,0,0.7374,0.8254
rd_c_bs__12531340553,road,road,2025-01-08T22:13:05,22.218,2,0,0,0.5982,0.6939
rd_01191,road,road,2025-01-08T22:13:26,22.224,2,0,0,0.7013,0.7211
rd_01171,road,road,2025-01-08T22:13:39,22.228,2,0,0,0.3332,0.3331
rd_00687,road,road,2025-01-08T22:13:42,22.229,2,0,0,0.0146,0.25
rd_00751,road,road,2025-01-08T22:13:55,22.232,2,0,0,0.2515,0.2968
rd_00385,road,road,2025-01-08T22:14:04,22.235,2,0,0,0.0185,0.25
rd_00860,road,road,2025-01-08T22:14:06,22.235,2,0,0,0.4895,0.4362
rd_01067,road,road,2025-01-08T22:14:09,22.236,2,0,0,1.6833,1.5497
rd_00968,road,road,2025-01-08T22:14:23,22.24,2,0,0,0.6293,0.6914
rd_00259,road,road,2025-01-08T22:14:24,22.24,2,0,0,0.0251,0.25
rd_00378,road,road,2025-01-08T22:14:50,22.247,2,0,0,0.1425,0.25
rd_00113,road,road,2025-01-08T22:16:05,22.268,2,0,0,0.1806,0.2562
rd_00654,road,road,2025-01-08T22:16:07,22.269,2,0,0,0.0154,0.25
rd_c_bs_s_2398186487,road,road,2025-01-08T22:17:03,22.284,2,0,0,0.1206,0.25
rd_00667,road,road,2025-01-08T22:17:09,22.286,2,0,0,0.21,0.25
rd_00907,road,road,2025-01-08T22:17:30,22.292,2,0,0,0.5429,0.6039
rd_00357,road,road,2025-01-08T22:17:34,22.293,2,0,0,0.8096,0.9271
rd_00985,road,road,2025-01-08T22:17:41,22.295,2,0,0,0.9573,0.988
tr_bus_176_017,transit,bus,2025-01-08T22:17:47,22.296,2,0,0,2.318,2.1539
rd_00179,road,road,2025-01-08T22:18:11,22.303,2,0,0,0.3068,0.298
rd_00945,road,road,2025-01-08T22:18:22,22.306,2,0,0,0.7278,0.8125
tr_bus_v500ck_001,transit,bus,2025-01-08T22:18:43,22.312,2,0,0,3.395,3.9956
rd_00060,road,road,2025-01-08T22:18:45,22.313,2,0,0,0.6512,0.6098
rd_00466,road,road,2025-01-08T22:19:08,22.319,2,0,0,0.0185,0.25
rd_c_ms_ms_chickpete,road,road,2025-01-08T22:19:37,22.327,2,0,0,0.7563,0.773
rd_00035,road,road,2025-01-08T22:20:11,22.337,2,0,0,0.0374,0.25
rd_00111,road,road,2025-01-08T22:20:49,22.347,2,0,0,0.1758,0.25
rd_00273,road,road,2025-01-08T22:21:37,22.36,2,0,0,0.4476,0.4513
rd_01004,road,road,2025-01-08T22:21:41,22.361,2,0,0,1.3214,1.402
rd_00090,road,road,2025-01-08T22:21:49,22.364,2,0,0,0.4632,0.5047
rd_00559,road,road,2025-01-08T22:22:07,22.369,2,0,0,0.0123,0.25
rd_00156,road,road,2025-01-08T22:22:26,22.374,2,0,0,0.0636,0.25
rd_00516,road,road,2025-01-08T22:22:56,22.382,2,0,0,0.0784,0.25
tr_bus_75b_021,transit,bus,2025-01-08T22:23:10,22.386,2,0,0,1.588,2.0091
rd_00062,road,road,2025-01-08T22:23:11,22.386,2,0,0,1.1335,1.3502
rd_00068,road,road,2025-01-08T22:23:11,22.386,2,0,0,0.0806,0.25
rd_c_bs_s_3804880032,road,road,2025-01-08T22:23:55,22.399,2,0,0,0.0357,0.25
tr_bus_342f_005,transit,bus,2025-01-08T22:23:56,22.399,2,0,0,2.502,2.7176
rd_c_bs_s_1837297436,road,road,2025-01-08T22:24:16,22.405,2,0,0,0.2412,0.2653
rd_00427,road,road,2025-01-08T22:24:28,22.408,2,0,0,0.013,0.25
tr_bus_401n_031,transit,bus,2025-01-08T22:25:20,22.422,2,0,0,2.427,2.8546
rd_00826,road,road,2025-01-08T22:25:24,22.424,2,0,0,0.714,0.6808
rd_00609,road,road,2025-01-08T22:26:11,22.437,2,0,0,0.0171,0.25
rd_00403,road,road,2025-01-08T22:26:30,22.442,2,0,0,0.0666,0.25
tr_bus_401n_025,transit,bus,2025-01-08T22:26:42,22.445,2,0,0,1.604,1.5544
tr_bus_k1_000,transit,bus,2025-01-08T22:26:45,22.446,2,0,0,2.176,2.1385
rd_00107,road,road,2025-01-08T22:27:20,22.456,2,0,0,0.018,0.25
rd_00444,road,road,2025-01-08T22:27:48,22.463,2,0,0,0.0199,0.25
rd_00417,road,road,2025-01-08T22:28:29,22.475,2,0,0,0.8017,0.714
rd_00567,road,road,2025-01-08T22:29:23,22.49,2,0,0,0.0255,0.25
tr_bus_k4_012,transit,bus,2025-01-08T22:29:31,22.492,2,0,0,6.386,5.5566
tr_bus_176_006,transit,bus,2025-01-08T22:29:46,22.496,2,0,0,3.995,3.5307
rd_00908,road,road,2025-01-08T22:29:50,22.497,2,0,0,1.9708,1.9057
tr_bus_171g_016,transit,bus,2025-01-08T22:30:19,22.505,2,0,0,2.416,2.4725
tr_bus_k4_000,transit,bus,2025-01-08T22:30:21,22.506,2,0,0,1.382,1.7989
tr_bus_k4_022,transit,bus,2025-01-08T22:30:31,22.509,2,0,0,2.621,2.6554
rd_00024,road,road,2025-01-08T22:30:35,22.51,2,0,0,0.3238,0.3719
rd_c_bs_s_1806969494,road,road,2025-01-08T22:30:51,22.514,2,0,0,0.06,0.25
rd_01031,road,road,2025-01-08T22:30:59,22.517,2,0,0,0.3114,0.4034
rd_00211,road,road,2025-01-08T22:31:11,22.52,2,0,0,0.2196,0.25
tr_bus_60a_017,transit,bus,2025-01-08T22:31:15,22.521,2,0,0,4.557,4.1256
rd_c_bs_s_1806969494,road,road,2025-01-08T22:31:39,22.528,2,0,0,0.06,0.25
rd_00200,road,road,2025-01-08T22:31:40,22.528,2,0,0,0.417,0.4202
rd_c_bs_s_6210612248,road,road,2025-01-08T22:32:55,22.549,2,0,0,0.0417,0.25
rd_00696,road,road,2025-01-08T22:32:59,22.55,2,0,0,0.027,0.25
tr_bus_401n_033,transit,bus,2025-01-08T22:33:05,22.551,2,0,0,1.588,1.6469
rd_00920,road,road,2025-01-08T22:33:07,22.552,2,0,0,0.455,0.5973
rd_01168,road,road,2025-01-08T22:33:25,22.557,2,0,0,0.7302,0.838
